accuracy,precision,recall,f1,roc_auc,n_train,n_test,confusion_matrix,threshold_pchembl_active
0.813,0.855,0.855,0.855,0.891,428,107,"{'tn': 28, 'fp': 10, 'fn': 10, 'tp': 59}",6.0
