molecule_chembl_id,target_chembl_id,pchembl_value,canonical_smiles,protein
CHEMBL306355,CHEMBL2095188,5.23,CCCCc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,COX1
CHEMBL306498,CHEMBL2095188,6.04,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,COX1
CHEMBL306865,CHEMBL2095188,8.2,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,COX1
CHEMBL307943,CHEMBL2095188,5.59,Cc1ccc(-c2cc3[nH]ccnc-3n2)cc1,COX1
CHEMBL308293,CHEMBL2095188,6.4,CCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,COX1
CHEMBL3091536,CHEMBL2095188,7.92,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,COX1
CHEMBL309347,CHEMBL2095188,6.3,COc1ccc(-c2[nH]c3nccnc3c2C(C)C)cc1,COX1
CHEMBL310036,CHEMBL2095188,5.17,Clc1ccc(-c2[nH]c3nccnc3c2Cc2ccccc2)cc1,COX1
CHEMBL312065,CHEMBL2095188,4.7,COc1cc(-c2cc3[nH]ccnc-3n2)cc(OC)c1OC,COX1
CHEMBL31574,CHEMBL2095188,6.38,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,COX1
CHEMBL321192,CHEMBL2095188,6.22,COc1ccc2c(c1)C(=O)C(c1c(O)[nH]c3ccccc13)=N2,COX1
CHEMBL321194,CHEMBL2095188,6.7,COc1ccc2c(c1)C(=O)C(c1c(O)[nH]c3ccc(OC)cc13)=N2,COX1
CHEMBL3216659,CHEMBL2095188,8.89,Cl.Cl.O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCNCC1,COX1
CHEMBL322970,CHEMBL2095188,6.89,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1,COX1
CHEMBL326919,CHEMBL2095188,6.26,Cc1ccc2c(c1)C(=O)C(c1c(O)[nH]c3ccccc13)=N2,COX1
CHEMBL3297832,CHEMBL2095188,5.7,COc1c(O)ccc2c(=O)c3c(O)cc4c(c3[nH]c12)C=CC(C)(C)O4,COX1
CHEMBL3318007,CHEMBL2095188,5.8,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,COX1
CHEMBL3335119,CHEMBL2095188,8.1,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)C2CCC(F)(F)CC2)CC1,COX1
CHEMBL3335120,CHEMBL2095188,8.1,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)C2CCOCC2)CC1,COX1
CHEMBL3335121,CHEMBL2095188,6.85,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)Cc2ccccc2F)CC1,COX1
CHEMBL3335122,CHEMBL2095188,6.68,COc1ccccc1CC(=O)Nc1c[nH]nc1C(=O)N[C@H]1CC[C@H](OC)CC1,COX1
CHEMBL3335123,CHEMBL2095188,6.7,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)Cc2c(Cl)cccc2Cl)CC1,COX1
CHEMBL3335127,CHEMBL2095188,7.7,CCc1ccccc1C(=O)Nc1c[nH]nc1C(=O)N[C@H]1CC[C@H](OC)CC1,COX1
CHEMBL3335129,CHEMBL2095188,7.7,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2ccccc2Nc2ccccc2)CC1,COX1
CHEMBL3335140,CHEMBL2095188,7.52,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2ccccc2Nc2cccc(C)c2C)CC1,COX1
CHEMBL3335142,CHEMBL2095188,7.05,COc1cc(OC)c(C(=O)Nc2c[nH]nc2C(=O)N[C@H]2CC[C@H](OC)CC2)c(OC)c1,COX1
CHEMBL3335152,CHEMBL2095188,7.38,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2c(C)nc3ccccn23)CC1,COX1
CHEMBL3335154,CHEMBL2095188,8.3,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2ncoc2-c2ccccc2)CC1,COX1
CHEMBL3335155,CHEMBL2095188,6.66,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NC1CC1,COX1
CHEMBL3335156,CHEMBL2095188,7.1,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCC1,COX1
CHEMBL3335157,CHEMBL2095188,7.3,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCCCC1,COX1
CHEMBL3335158,CHEMBL2095188,7.7,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCCCCC1,COX1
CHEMBL3335160,CHEMBL2095188,6.35,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NN1CCOCC1,COX1
CHEMBL3335161,CHEMBL2095188,6.48,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NCc1ccccc1,COX1
CHEMBL3335162,CHEMBL2095188,6.5,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NCc1ccccn1,COX1
CHEMBL3335163,CHEMBL2095188,6.06,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NCc1ncccc1C,COX1
CHEMBL3335165,CHEMBL2095188,7.16,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)Nc1ccccc1,COX1
CHEMBL3335166,CHEMBL2095188,6.92,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)Nc1ccncc1,COX1
CHEMBL3335167,CHEMBL2095188,6.03,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)Nc1ccccn1,COX1
CHEMBL3335168,CHEMBL2095188,7.16,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)N[C@H]1CC[C@H](O)CC1,COX1
CHEMBL3335169,CHEMBL2095188,6.85,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,COX1
CHEMBL3335170,CHEMBL2095188,7.1,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCN(Cc2ccccc2)C1,COX1
CHEMBL3335171,CHEMBL2095188,6.52,COCCNC(=O)c1n[nH]cc1NC(=O)c1c(OC)cccc1OC,COX1
CHEMBL3335172,CHEMBL2095188,7.0,CCCCCNC(=O)c1n[nH]cc1NC(=O)c1c(OC)cccc1OC,COX1
CHEMBL3335174,CHEMBL2095188,6.33,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NCCCN(C)C,COX1
CHEMBL3335175,CHEMBL2095188,6.18,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NCCN1CCCC1,COX1
CHEMBL3335176,CHEMBL2095188,6.2,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)NCCN1CCOCC1,COX1
CHEMBL3335177,CHEMBL2095188,5.0,COc1cccc(OC)c1C(=O)Nc1c[nH]nc1C(=O)O,COX1
CHEMBL3335178,CHEMBL2095188,5.35,COC(=O)c1n[nH]cc1NC(=O)c1c(OC)cccc1OC,COX1
CHEMBL3338885,CHEMBL2095188,5.89,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccccc4)c3c2c1,COX1
CHEMBL3338886,CHEMBL2095188,5.85,COc1ccc(-c2n[nH]c(=O)c3[nH]c4ccc(OC)cc4c23)cc1,COX1
CHEMBL3338891,CHEMBL2095188,5.6,COc1ccc(Nc2cc(-c3ccc(OC)cc3)n[nH]c2=O)cc1,COX1
CHEMBL3338893,CHEMBL2095188,5.02,COc1ccc(Nc2cc(-c3ccncc3)n[nH]c2=O)cc1,COX1
CHEMBL336961,CHEMBL2095188,7.75,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,COX1
CHEMBL337300,CHEMBL2095188,8.05,O=Nc1c(-c2c(O)[nH]c3ccc(I)cc23)[nH]c2ccccc12,COX1
CHEMBL3401977,CHEMBL2095188,6.92,O=P(O)(O)CC[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,COX1
CHEMBL3401978,CHEMBL2095188,7.64,O=c1[nH]c(=O)n(C[C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)o1,COX1
CHEMBL3401979,CHEMBL2095188,7.22,Oc1cc([C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)no1,COX1
CHEMBL3401980,CHEMBL2095188,6.51,CC(=O)NS(=O)(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,COX1
CHEMBL3401981,CHEMBL2095188,5.8,Oc1cc([C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)on1,COX1
CHEMBL3401983,CHEMBL2095188,7.07,NS(=O)(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,COX1
CHEMBL3401984,CHEMBL2095188,7.11,OCC(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,COX1
CHEMBL3401985,CHEMBL2095188,5.92,Oc1cc([C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)[nH]n1,COX1
CHEMBL3401986,CHEMBL2095188,6.64,CNC(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,COX1
CHEMBL3401987,CHEMBL2095188,7.18,CC(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,COX1
CHEMBL3401988,CHEMBL2095188,6.01,Cc1noc([C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)n1,COX1
CHEMBL3401989,CHEMBL2095188,5.96,Cc1nnc([C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)o1,COX1
CHEMBL3401990,CHEMBL2095188,7.11,CS(=O)(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,COX1
CHEMBL352781,CHEMBL2095188,7.05,CC(=O)O/N=C1/C(c2c(O)[nH]c3cc(F)ccc23)=Nc2ccccc21,COX1
CHEMBL353554,CHEMBL2095188,7.89,CC(=O)O/N=C1/C(c2c(O)[nH]c3cc(I)ccc23)=Nc2ccccc21,COX1
CHEMBL354042,CHEMBL2095188,6.47,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2cc(Br)ccc12,COX1
CHEMBL354276,CHEMBL2095188,7.52,CO/N=C1/C(c2c(O)[nH]c3cc(Br)ccc23)=Nc2ccccc21,COX1
CHEMBL3582401,CHEMBL2095188,8.05,[11CH3]n1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,COX1
CHEMBL359482,CHEMBL2095188,7.62,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,COX1
CHEMBL359537,CHEMBL2095188,8.32,O=C1NC(=O)C(c2cnc3cccnn23)=C1c1cn2c3c(cccc13)CNCC2,COX1
CHEMBL359871,CHEMBL2095188,8.96,CC(=O)N1CCn2cc(C3=C(c4cccc5c4OCC5)C(=O)NC3=O)c3cccc(c32)C1,COX1
CHEMBL361007,CHEMBL2095188,8.49,O=C1NC(=O)C(c2cnc3cnccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,COX1
CHEMBL361125,CHEMBL2095188,7.57,O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1ccc2c(c1)OCO2,COX1
CHEMBL361127,CHEMBL2095188,6.6,c1ccc(-c2nc(Nc3nc[nH]n3)c3ccccc3n2)cc1,COX1
CHEMBL361204,CHEMBL2095188,7.15,O=C1NC(=O)C(c2cnc3ccncn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,COX1
CHEMBL361635,CHEMBL2095188,8.49,O=C1NC(=O)C(c2cncc3ccoc23)=C1c1cn2c3c(cccc13)CNCC2,COX1
CHEMBL361746,CHEMBL2095188,6.92,O=C1NC(=O)C(c2cnc3ncccn23)=C1c1cn2c3c(cccc13)CNCC2,COX1
CHEMBL361765,CHEMBL2095188,8.82,CC(=O)N1CCn2cc(C3=C(c4cccc5ccoc45)C(=O)NC3=O)c3cccc(c32)C1,COX1
CHEMBL361948,CHEMBL2095188,8.72,CC(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,COX1
CHEMBL361996,CHEMBL2095188,8.47,O=C1NC(=O)C(c2cccc3ccoc23)=C1c1cn2c3c(cccc13)CNCC2,COX1
CHEMBL362221,CHEMBL2095188,7.52,O=C1NC(=O)C(c2ccn3ncccc23)=C1c1cn2c3c(cccc13)CNCC2,COX1
CHEMBL362259,CHEMBL2095188,7.08,O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1ccc2c(c1)COC2,COX1
CHEMBL362587,CHEMBL2095188,7.48,Cn1ccc2c(C3=C(c4cn5c6c(cccc46)CNCC5)C(=O)NC3=O)cccc21,COX1
CHEMBL362588,CHEMBL2095188,8.7,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,COX1
CHEMBL362814,CHEMBL2095188,8.8,CN(C)C(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,COX1
CHEMBL362830,CHEMBL2095188,6.82,O=C1NC(=O)C(c2cccc3cc[nH]c23)=C1c1cn2c3c(cccc13)CNCC2,COX1
CHEMBL363130,CHEMBL2095188,7.58,Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,COX1
CHEMBL363607,CHEMBL2095188,7.51,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,COX1
CHEMBL366414,CHEMBL2095188,8.4,O=Nc1c(-c2c(O)[nH]c3cc(Cl)c(Cl)cc23)[nH]c2ccccc12,COX1
CHEMBL367113,CHEMBL2095188,7.3,O=C1C(c2c(O)[nH]c3ccc(Cl)cc23)=Nc2ccccc21,COX1
CHEMBL367345,CHEMBL2095188,7.11,O=C1C(c2c(O)[nH]c3ccc(F)cc23)=Nc2ccccc21,COX1
CHEMBL367664,CHEMBL2095188,7.52,O=C1C(c2c(O)[nH]c3cc(Cl)c(Cl)cc23)=Nc2ccccc21,COX1
CHEMBL367687,CHEMBL2095188,4.66,O=C1C(c2c(O)[nH]c3ccccc23)=Nc2cc(Br)ccc21,COX1
CHEMBL368112,CHEMBL2095188,7.0,O=C1C(c2c(O)[nH]c3cc(Br)c([N+](=O)[O-])cc23)=Nc2ccccc21,COX1
CHEMBL368246,CHEMBL2095188,8.74,CC(C)C(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,COX1
CHEMBL368248,CHEMBL2095188,7.19,O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1coc2ccccc12,COX1
CHEMBL368426,CHEMBL2095188,6.89,O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1cccc2c1CCO2,COX1
CHEMBL368954,CHEMBL2095188,7.19,C=Cc1ccc2c(C3=Nc4ccccc4/C3=N\OC(C)=O)c(O)[nH]c2c1,COX1
CHEMBL369090,CHEMBL2095188,8.89,O=C1NC(=O)C(c2ccn3ncccc23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,COX1
CHEMBL369099,CHEMBL2095188,7.35,O=C1NC(=O)C(c2cccc3ccsc23)=C1c1cn2c3c(cccc13)CNCC2,COX1
CHEMBL369108,CHEMBL2095188,7.72,CC(=O)N1CCn2cc(C3=C(c4cccc5ccsc45)C(=O)NC3=O)c3cccc(c32)C1,COX1
CHEMBL369220,CHEMBL2095188,6.85,O=C1C(c2c(O)[nH]c3cc(Cl)ccc23)=Nc2ccccc21,COX1
CHEMBL369316,CHEMBL2095188,8.77,O=C1NC(=O)C(c2cnc3ncccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,COX1
CHEMBL369572,CHEMBL2095188,8.72,O=C1NC(=O)C(c2cnc3ncccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,COX1
CHEMBL369823,CHEMBL2095188,7.22,C=Cc1ccc2c(-c3[nH]c4ccccc4c3N=O)c(O)[nH]c2c1,COX1
CHEMBL371169,CHEMBL2095188,6.22,Clc1cccc(Nc2cncc(-c3cncc(NCCCn4cccn4)c3)n2)c1,COX1
CHEMBL372657,CHEMBL2095188,6.71,Clc1cccc(Nc2cncc(-c3cncc(NCCCn4cncn4)c3)n2)c1,COX1
CHEMBL373834,CHEMBL2095188,4.5,O=Nc1c(-c2c(O)[nH]c3c(Br)cccc23)[nH]c2ccccc12,COX1
CHEMBL374006,CHEMBL2095188,4.52,Cn1c(O)c(-c2[nH]c3ccccc3c2N=O)c2cccc(I)c21,COX1
CHEMBL3746095,CHEMBL2095188,5.15,Br.CCOC(=O)C/N=C1\NC(c2ccccc2)N(c2ccccc2)S1,COX1
CHEMBL3746152,CHEMBL2095188,5.47,Clc1cccc(C2=NC(c3ccccc3)=NN(c3ccccc3)c3ccccc32)c1,COX1
CHEMBL3747426,CHEMBL2095188,5.89,Br.Br.c1ccc(C/N=C2\NC(c3ccccc3)N(c3ccccc3)S2)cc1,COX1
CHEMBL3747661,CHEMBL2095188,6.4,COc1ccc(CNC(=O)Nc2nc(C)c(C(C)=O)s2)cc1,COX1
CHEMBL375657,CHEMBL2095188,4.92,O=c1ssc(=O)n1-c1ccccc1,COX1
CHEMBL376810,CHEMBL2095188,5.52,COc1ccc(CCN2C(=O)C=CC2=O)cc1,COX1
CHEMBL377410,CHEMBL2095188,4.0,Oc1[nH]c2c(Br)cccc2c1C1=Nc2ccccc2/C1=N\OCCBr,COX1
CHEMBL378190,CHEMBL2095188,5.03,CC(C)NC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1,COX1
CHEMBL379858,CHEMBL2095188,5.3,Oc1[nH]c2c(Br)cccc2c1C1=Nc2ccccc2/C1=N\OCCN1CCNCC1,COX1
CHEMBL383525,CHEMBL2095188,6.3,COc1cccc(-c2cn(C)c3c(N/N=C/c4ccncc4)ncnc23)c1,COX1
CHEMBL387385,CHEMBL2095188,5.48,O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,COX1
CHEMBL387762,CHEMBL2095188,5.22,O=C1C=CC(=O)N1,COX1
CHEMBL387881,CHEMBL2095188,4.3,O=C(CN1C(=O)CSC1=S)c1ccccc1,COX1
CHEMBL388088,CHEMBL2095188,5.7,CCOC(=O)Cn1c(=O)sn(C)c1=O,COX1
CHEMBL388978,CHEMBL2095188,7.92,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COX1
CHEMBL388979,CHEMBL2095188,6.0,O=C1C=CC(=O)N1Cc1ccccc1,COX1
CHEMBL389053,CHEMBL2095188,4.0,Cn1c(=O)ssc1=O,COX1
CHEMBL390330,CHEMBL2095188,4.0,NN1C(=O)CSC1=S,COX1
CHEMBL390546,CHEMBL2095188,4.0,O=C(Cn1c(=O)n(-c2ccccc2)c(=O)n1CC(=O)c1ccccc1)c1ccccc1,COX1
CHEMBL393929,CHEMBL2095188,6.3,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,COX1
CHEMBL4061357,CHEMBL2095188,8.4,O=C1Nc2cc(Cl)c(Cl)cc2/C1=C1/Nc2ccccc2/C1=N\O,COX1
CHEMBL4065167,CHEMBL2095188,5.12,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(/C=C/c3ccccc3)o2)c1,COX1
CHEMBL406619,CHEMBL2095188,7.28,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cnccc2N1,COX1
CHEMBL406748,CHEMBL2095188,7.2,O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2ncccc2N1,COX1
CHEMBL407408,CHEMBL2095188,6.41,COc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccncc1-3,COX1
CHEMBL407413,CHEMBL2095188,5.75,O=C1Cc2c([nH]c3c(F)cc(F)cc23)-c2ncccc2N1,COX1
CHEMBL408634,CHEMBL2095188,6.28,Nc1n[nH]c2nnc(-c3ccccc3)cc12,COX1
CHEMBL409450,CHEMBL2095188,8.3,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,COX1
CHEMBL409492,CHEMBL2095188,6.89,Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1cccnc1-3,COX1
CHEMBL411133,CHEMBL2095188,6.1,CCn1c2c(c3ccccc31)CC(=O)Nc1ccncc1-2,COX1
CHEMBL411641,CHEMBL2095188,6.4,Cn1c2c(c3ccccc31)CC(=O)Nc1ccncc1-2,COX1
CHEMBL411728,CHEMBL2095188,8.1,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2ncccc2N1,COX1
CHEMBL412255,CHEMBL2095188,4.89,CCn1c2c(c3ccccc31)CC(=O)Nc1cccnc1-2,COX1
CHEMBL413294,CHEMBL2095188,5.42,N#Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccc(Br)nc1-3,COX1
CHEMBL417835,CHEMBL2095188,5.22,Cn1sc(=O)n(-c2ccc(C(F)(F)F)cc2)c1=O,COX1
CHEMBL418203,CHEMBL2095188,6.35,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,COX1
CHEMBL419273,CHEMBL2095188,5.7,COc1ccc(-c2[nH]c3nccnc3c2C)cc1OC,COX1
CHEMBL421087,CHEMBL2095188,4.7,O=C1NC(=O)c2c1c1ccccc1c1[nH]c3ccccc3c21,COX1
CHEMBL426243,CHEMBL2095188,7.92,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CNCC2,COX1
CHEMBL4283765,CHEMBL2095188,6.39,O=C1NC(Nc2ccccc2)=N/C1=C/c1ccc2c(c1)OCO2,COX1
CHEMBL428690,CHEMBL2095188,6.55,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,COX1
CHEMBL429329,CHEMBL2095188,5.68,O=C1Cc2c(n(Cc3ccccc3)c3ccccc23)-c2ncccc2N1,COX1
CHEMBL430226,CHEMBL2095188,8.0,CC(=O)O/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1,COX1
CHEMBL439502,CHEMBL2095188,5.8,CC(C)n1cnc2ccc3nc(C4=NCCN4)sc3c2c1=O,COX1
CHEMBL441109,CHEMBL2095188,6.92,O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2cc(Br)ccc12,COX1
CHEMBL4435779,CHEMBL2095188,5.8,O=S(=O)(NCCCn1ccnc1)c1ccnc2[nH]c(-c3ccc(C(F)(F)F)cc3)nc12,COX1
CHEMBL445649,CHEMBL2095188,8.49,CN(C)C(=O)N1CCn2cc(C3=C(c4cccc5c4OCO5)C(=O)NC3=O)c3cccc(c32)C1,COX1
CHEMBL453128,CHEMBL2095188,6.55,CCCCOC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1,COX1
CHEMBL453129,CHEMBL2095188,6.89,CC(C)n1cnc2ccc3nc(C(=N)OCc4ccccc4)sc3c2c1=O,COX1
CHEMBL453130,CHEMBL2095188,6.19,CCn1cnc2ccc3nc(C(=N)OC(C)C)sc3c2c1=O,COX1
CHEMBL453131,CHEMBL2095188,6.82,CCCCOC(=N)c1nc2ccc3ncn(CC)c(=O)c3c2s1,COX1
CHEMBL453132,CHEMBL2095188,6.77,CCn1cnc2ccc3nc(C(=N)OCc4ccccc4)sc3c2c1=O,COX1
CHEMBL453133,CHEMBL2095188,6.52,CCn1cnc2ccc3nc(C(=N)OCCc4ccccc4)sc3c2c1=O,COX1
CHEMBL454126,CHEMBL2095188,6.58,CC(C)OC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1,COX1
CHEMBL454130,CHEMBL2095188,5.62,CCn1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O,COX1
CHEMBL4544238,CHEMBL2095188,7.51,COc1ccc(-c2ccnc3[nH]c(-c4ccc(C(=O)N5CCCCC5)cc4)nc23)cc1,COX1
CHEMBL45477,CHEMBL2095188,5.32,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc([N+](=O)[O-])cc2)C3=O)CC1,COX1
CHEMBL4562585,CHEMBL2095188,8.52,CCSc1ccncc1NC(=O)c1ccnc2[nH]c(-c3ccc(N4CCCC4)cc3)nc12,COX1
CHEMBL4566900,CHEMBL2095188,7.89,O=C(NCCCn1ccnc1)c1ccnc2[nH]c(-c3ccc(C(F)(F)F)cc3)nc12,COX1
CHEMBL461739,CHEMBL2095188,6.28,CC(C)n1cnc2ccc3nc(C(=N)NCc4ccccc4)sc3c2c1=O,COX1
CHEMBL46181,CHEMBL2095188,5.76,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(N4CCN(C)CC4)cc2)C3=O)CC1,COX1
CHEMBL48362,CHEMBL2095188,5.43,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(S(N)(=O)=O)cc2)C3=O)CC1,COX1
CHEMBL485053,CHEMBL2095188,4.82,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1N,COX1
CHEMBL48614,CHEMBL2095188,5.0,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1,COX1
CHEMBL493657,CHEMBL2095188,5.54,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCOCCO)CC1,COX1
CHEMBL50,CHEMBL2095188,5.68,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,COX1
CHEMBL506669,CHEMBL2095188,5.68,CCOC(=N)c1nc2ccc3ncn(CC)c(=O)c3c2s1,COX1
CHEMBL5085086,CHEMBL2095188,5.35,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1C,COX1
CHEMBL50894,CHEMBL2095188,8.4,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,COX1
CHEMBL510863,CHEMBL2095188,6.82,CCOC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1,COX1
CHEMBL51709,CHEMBL2095188,5.38,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2)C3=O)CC1,COX1
CHEMBL5174733,CHEMBL2095188,9.22,[11CH3]Oc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)c3)ccnc2c1,COX1
CHEMBL5176600,CHEMBL2095188,8.31,[11CH3]N1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,COX1
